train_clean_loss,train_clean_acc,train_adv_loss,train_adv_acc,epoch,lr,test_clean_acc,test_adv_acc,test_adversarial_acc
1.8525471590003189,0.3159320701141747,2.1872482932343775,0.17466856295965155,1,0.016000000000000014,0.40623851120471954,,
2.037631626031837,0.3056614301642593,2.392568296315719,0.1861891427210399,2,0.07223549801218293,0.41694048792123795,,
1.6832559230376263,0.384077105595141,2.0534893785204207,0.23141372568753302,3,0.20800000000000002,0.4250057443976402,,
1.5684908433836333,0.42862294523083433,1.9896207415327734,0.2510780920179523,4,0.34376450198781716,0.4658892467617989,,
1.4852535384041923,0.47038650391053183,1.926389134660059,0.27331528858262666,5,0.4,0.4776941642165184,,
1.3818271476395276,0.5157618765928307,1.8812803054342464,0.2917943931355768,6,0.399974045098095,0.5324276193976403,,
1.260469709123884,0.559938450248874,1.849431570695371,0.30104973912239075,7,0.3998961871289762,0.5943761497735978,,
1.1580352929173683,0.6027725801175955,1.8366934207020973,0.3083448148503595,8,0.39976644630068386,0.5591854318976403,,
1.0719378554091161,0.6381364014683938,1.8137739872445866,0.3186169589052395,9,0.39958485628745755,0.6630629599094391,,
1.0353016123479726,0.6536651363178175,1.849158019435649,0.3201786316170984,10,0.39935146422099554,0.6576746314764023,,
0.9156427006332242,0.6971561993871417,1.8008605679687189,0.3321045770937083,11,0.39906633067822195,0.7160845577716828,,
0.8282866222517831,0.7278601965125726,1.843189575234238,0.32577515804037754,12,0.3987295296655643,0.7240062028169632,,
0.7613985003257284,0.7520997791874166,1.8488068483313735,0.33261523198108284,13,0.39834114859974457,0.7353285849094391,,
0.7059390411085013,0.7711305265523949,1.8707283662289989,0.3324204464347995,14,0.3979012882850907,0.7777228862047195,,
0.6467167406666036,0.7919173569095378,1.9037448484070447,0.33249377292029714,15,0.39741006288737246,0.7889418661594391,,
0.6014378241130284,0.8095421097716506,1.9065663814544678,0.3351997197890768,16,0.3968675999041701,0.7947954952716827,,
